edge_id:int,source_id:int,target_id:int,label_id:int
6506,6291,3495,155
6507,6291,4408,160
6508,6293,3341,127
6509,6361,5923,160
6510,6377,2415,160
6511,6398,5484,160
6512,6407,4286,38
6513,6410,3262,56
6514,6410,5037,61
6515,6410,3155,98
6516,6410,5037,157
6517,6410,3262,191
6518,6411,5965,38
6519,6426,3155,56
6520,6504,6122,142
6521,6506,6411,222
6522,6665,1145,168
6523,6696,6284,160
6524,6699,1918,160
6525,6720,4723,98
6526,6785,150,53
6527,6785,2083,53
6528,6785,3155,127
6529,6785,1683,177
6530,6792,4412,169
6531,6795,2684,155
6532,6799,4212,53
6533,7047,382,53
6534,7086,5682,160
6535,20,2241,53
6536,20,1788,103
6537,46,2032,127
6538,59,4407,160
6539,128,6291,53
6540,146,6559,207
6541,150,6407,53
6542,150,6785,150
6543,150,2083,155
6544,150,6407,156
6545,173,2790,53
6546,252,3663,160
6547,280,2427,160
6548,287,4594,6
6549,294,3155,160
6550,323,6794,53
6551,325,6332,160
6552,359,711,53
6553,359,3341,53
6554,359,3341,142
6555,359,3753,160
6556,359,3341,169
6557,448,5441,224
6558,466,4393,229
6559,537,2676,53
6560,555,1145,222
6561,661,3969,103
6562,661,3969,142
6563,669,3922,155
6564,711,359,53
6565,711,3262,127
6566,711,3922,127
6567,711,5395,127
6568,711,359,160
6569,711,146,169
6570,733,2609,160
6571,779,2104,142
6572,810,3613,53
6573,810,669,123
6574,810,6996,158
6575,820,736,160
6576,920,359,127
6577,929,6410,158
6578,935,1077,98
6579,956,4702,53
6580,956,4702,115
6581,956,1760,160
6582,1013,1161,56
6583,1013,1161,156
6584,1077,935,98
6585,1121,5423,56
6586,1121,5423,224
6587,1145,4451,224
6588,1146,1171,224
6589,1161,2351,6
6590,1161,1013,56
6591,1161,4832,56
6592,1161,2442,156
6593,1176,3137,156
6594,1176,5678,156
6595,1176,6635,165
6596,1181,2457,56
6597,1183,3735,224
6598,1215,5474,103
6599,1277,4280,46
6600,1277,7019,46
6601,1389,2277,53
6602,1434,1145,38
6603,1477,5441,224
6604,1523,3262,53
6605,1523,2404,127
6606,1567,6017,53
6607,1626,4431,160
6608,1659,1990,53
6609,1751,2083,53
6610,1751,6504,53
6611,1760,6925,53
6612,1760,5496,191
6613,1788,20,103
6614,1971,3592,158
6615,1971,1145,205
6616,1990,1659,53
6617,2083,1751,53
6618,2083,6504,53
6619,2083,150,142
6620,2083,6795,142
6621,2100,6971,155
6622,2103,2460,127
6623,2103,2527,127
6624,2104,779,127
6625,2104,779,155
6626,2111,1161,222
6627,2157,558,156
6628,2216,6995,171
6629,2241,4635,18
6630,2241,20,53
6631,2266,3341,115
6632,2266,3155,160
6633,2277,1389,53
6634,2278,537,127
6635,2278,6925,127
6636,2284,3566,169
6637,2290,151,160
6638,2300,2290,160
6639,2460,2103,127
6640,2504,2527,53
6641,2527,2504,53
6642,2547,5455,160
6643,2560,6635,160
6644,2672,150,160
6645,2672,3995,160
6646,2676,537,53
6647,2683,3592,160
6648,2684,4004,160
6649,2694,2442,160
6650,2695,2816,53
6651,2713,5367,2
6652,2790,173,53
6653,2805,1145,156
6654,2816,2695,53
6655,2906,2457,156
6656,2908,3635,127
6657,2917,4545,169
6658,2932,1653,160
6659,3015,3450,102
6660,3049,3159,160
6661,3133,3155,160
6662,3155,4702,53
6663,3155,4304,98
6664,3155,5092,98
6665,3155,3548,103
6666,3155,6785,110
6667,3155,2790,169
6668,3155,6559,207
6669,3159,4346,222
6670,3250,2455,169
6671,3262,1523,53
6672,3262,6346,53
6673,3320,711,156
6674,3320,711,160
6675,3322,929,160
6676,3341,359,53
6677,3341,6293,53
6678,3341,6293,61
6679,3341,2266,115
6680,3341,359,127
6681,3341,359,155
6682,3341,2266,156
6683,3341,6293,162
6684,3341,359,180
6685,3440,5900,103
6686,3450,3015,102
6687,3459,6568,155
6688,3548,3155,103
6689,3548,3155,160
6690,3592,1971,169
6691,3613,810,53
6692,3666,3720,156
6693,3675,3450,185
6694,3686,6994,208
6695,3727,1823,160
6696,3812,3341,110
6697,3843,3438,160
6698,3905,3780,105
6699,3922,669,142
6700,3969,1181,52
6701,3969,661,103
6702,3969,661,155
6703,4060,4068,156
6704,4060,4068,159
6705,4132,5762,53
6706,4187,3155,160
6707,4203,4601,156
6708,4233,1161,38
6709,4293,3735,224
6710,4304,3155,98
6711,4346,3159,224
6712,4356,4721,56
6713,4393,466,229
6714,4397,4274,38
6715,4397,4304,144
6716,4404,1163,105
6717,4415,6635,163
6718,4451,1250,160
6719,4468,4407,160
6720,4478,6635,131
6721,4478,5565,160
6722,4484,443,38
6723,4545,3981,56
6724,4545,3173,123
6725,4562,1888,56
6726,4572,4183,160
6727,4596,1163,105
6728,4702,956,53
6729,4702,3155,53
6730,4702,956,115
6731,4721,4468,169
6732,4834,3159,191
6733,4861,1145,173
6734,4904,1176,156
6735,4918,2202,38
6736,5072,2137,160
6737,5092,3155,98
6738,5182,2442,160
6739,5285,1183,56
6740,5367,5682,202
6741,5423,1121,6
6742,5441,5661,223
6743,5453,4263,38
6744,5455,1148,38
6745,5470,1160,38
6746,5474,1503,38
6747,5474,1215,103
6748,5474,5395,173
6749,5484,4286,6
6750,5484,4286,38
6751,5492,6088,169
6752,5496,1760,150
6753,5496,5682,222
6754,5497,6563,229
6755,5563,1176,159
6756,5565,4415,61
6757,5661,5441,86
6758,5678,6635,127
6759,5678,6635,165
6760,5678,6636,191
6761,5682,5496,170
6762,5697,1161,38
6763,5762,4132,53
6764,5900,3440,103
6765,5920,1179,6
6766,6017,1567,53
6767,6017,3309,127
6768,6063,6635,131
6769,6096,1183,191
6770,6122,4723,127
6771,6152,6284,56
6772,6195,1145,6
6773,6200,3155,127
6774,6291,128,53
6775,6293,3341,53
6776,6293,3341,162
6777,6346,3262,53
6778,6407,150,53
6779,6422,5370,6
6780,6422,5370,38
6781,6422,5370,160
6782,6422,2695,191
6783,6422,5370,191
6784,6504,1751,53
6785,6504,2083,53
6786,6559,146,207
6787,6559,3155,207
6788,6568,3459,142
6789,6656,4702,160
6790,6665,1145,224
6791,6785,1641,160
6792,6785,362,169
6793,6794,323,53
6794,6795,2083,155
6795,6805,2455,176
6796,6925,1760,53
6797,6971,2100,142
6798,7070,1283,160
6799,7127,889,61
6800,46,3155,160
6801,150,2083,155
6802,246,3155,160
6803,246,3155,191
6804,359,711,53
6805,359,3341,160
6806,443,146,224
6807,443,5584,229
6808,474,1145,0
6809,497,4290,229
6810,503,1188,224
6811,537,3341,53
6812,537,3341,160
6813,711,359,53
6814,711,3262,127
6815,711,3922,127
6816,711,5395,127
6817,733,2609,160
6818,913,5957,207
6819,920,6293,53
6820,920,5682,160
6821,956,4702,53
6822,956,1176,156
6823,1077,5678,142
6824,1145,2683,127
6825,1145,13,158
6826,1147,3155,123
6827,1176,5678,224
6828,1179,3450,185
6829,1188,503,224
6830,1277,2445,17
6831,1353,1145,38
6832,1434,1145,38
6833,1918,4353,222
6834,1923,5584,156
6835,2022,929,160
6836,2039,5114,103
6837,2065,1539,160
6838,2083,1173,138
6839,2083,150,142
6840,2083,4383,169
6841,2083,5319,169
6842,2242,733,160
6843,2315,6293,53
6844,2315,6293,115
6845,2315,3262,160
6846,2490,3612,156
6847,2683,1145,127
6848,3149,925,169
6849,3155,6785,110
6850,3155,5756,142
6851,3155,6624,176
6852,3197,3155,160
6853,3205,4407,224
6854,3309,1139,156
6855,3320,711,160
6856,3320,2460,160
6857,3341,537,53
6858,3341,6293,53
6859,3341,6925,53
6860,3341,6293,61
6861,3341,2266,156
6862,3341,359,160
6863,3380,3159,65
6864,3478,335,61
6865,3717,1722,160
6866,3727,2241,56
6867,3727,2241,160
6868,3780,3450,185
6869,3811,3871,53
6870,3871,3811,53
6871,3871,3811,156
6872,3984,453,160
6873,4185,1145,56
6874,4185,1145,158
6875,4187,3155,160
6876,4286,5484,224
6877,4286,5484,229
6878,4304,4274,38
6879,4346,3159,50
6880,4407,3205,222
6881,4416,1179,224
6882,4444,4375,160
6883,4451,1145,222
6884,4545,5241,56
6885,4702,956,53
6886,4702,6351,53
6887,4702,3155,156
6888,4904,1176,156
6889,4973,5424,160
6890,5114,2039,103
6891,5114,2039,160
6892,5395,1503,38
6893,5423,1121,150
6894,5441,3807,102
6895,5474,1503,160
6896,5496,5682,222
6897,5565,4415,61
6898,5678,6635,86
6899,5678,1077,155
6900,5678,6635,215
6901,5682,5496,170
6902,5756,3155,155
6903,5756,5154,160
6904,5930,6726,160
6905,5957,913,207
6906,6042,3159,160
6907,6099,2546,160
6908,6099,3262,160
6909,6293,1147,18
6910,6293,920,53
6911,6293,2315,53
6912,6293,3341,53
6913,6293,6351,53
6914,6293,2315,115
6915,6293,2266,160
6916,6309,6411,160
6917,6351,4702,53
6918,6351,6293,53
6919,6377,1134,185
6920,6407,4286,38
6921,6409,5484,160
6922,6504,1173,38
6923,6585,2974,160
6924,6665,1145,229
6925,6925,3341,53
6926,45,146,56
6927,45,443,56
6928,150,2083,155
6929,150,362,169
6930,269,846,160
6931,448,5441,224
6932,497,4290,229
6933,537,3341,53
6934,545,5230,123
6935,649,680,197
6936,680,1122,156
6937,680,649,160
6938,711,3155,160
6939,733,920,87
6940,733,920,191
6941,733,3341,191
6942,859,3454,156
6943,905,3341,56
6944,920,4702,53
6945,920,6293,53
6946,920,4702,127
6947,920,6785,160
6948,956,1077,31
6949,978,4451,38
6950,1077,3262,6
6951,1077,6890,158
6952,1145,3573,156
6953,1161,776,56
6954,1167,5480,227
6955,1176,5678,0
6956,1176,6635,191
6957,1176,5678,224
6958,1188,4368,224
6959,1321,4368,224
6960,1434,1145,6
6961,1434,4261,91
6962,1463,6993,224
6963,1527,1145,38
6964,1539,6411,155
6965,1604,4346,222
6966,1779,453,160
6967,1791,5044,160
6968,1909,2823,160
6969,1923,5230,156
6970,1923,5584,156
6971,2083,150,142
6972,2243,3155,155
6973,2264,5556,53
6974,2290,3155,155
6975,2460,3990,160
6976,2633,1145,115
6977,2683,4185,160
6978,2898,1145,156
6979,2974,5219,61
6980,2974,5219,160
6981,3011,2737,169
6982,3087,2524,39
6983,3087,1176,224
6984,3087,4415,224
6985,3087,6635,224
6986,3155,6785,110
6987,3155,1077,127
6988,3155,2290,127
6989,3155,2243,142
6990,3155,2290,142
6991,3155,956,156
6992,3197,3155,160
6993,3262,1077,6
6994,3262,1077,56
6995,3341,537,53
6996,3341,4702,53
6997,3341,6293,53
6998,3341,6778,53
6999,3341,6925,53
7000,3341,4702,103
7001,3341,4702,127
7002,3353,2413,56
7003,3380,3990,90
7004,3432,1152,156
7005,3442,1170,127
7006,3676,6871,160
7007,3984,453,160
7008,3990,3380,90
7009,4163,915,156
7010,4185,1145,61
7011,4185,1145,156
7012,4185,1145,158
7013,4212,5682,169
7014,4216,3406,191
7015,4255,566,115
7016,4265,5455,224
7017,4368,1188,224
7018,4368,1321,224
7019,4412,6411,88
7020,4412,6411,163
7021,4412,6411,167
7022,4412,6411,222
7023,4415,6635,163
7024,4415,1176,222
7025,4457,5458,160
7026,4484,443,38
7027,4702,920,53
7028,4702,3341,53
7029,4702,6351,53
7030,4702,3341,103
7031,4702,920,127
7032,4702,3341,127
7033,4702,3155,160
7034,4702,5026,160
7035,4754,6993,224
7036,4904,5678,224
7037,5092,3155,191
7038,5094,1500,160
7039,5395,1503,38
7040,5423,1121,38
7041,5423,1121,150
7042,5441,241,223
7043,5455,1148,222
7044,5455,4265,222
7045,5496,5682,100
7046,5556,2264,53
7047,5678,6635,146
7048,5678,6636,160
7049,5678,4904,170
7050,5678,6635,170
7051,5682,5496,170
7052,5984,1145,224
7053,6044,3155,160
7054,6052,6778,103
7055,6208,1503,38
7056,6293,920,53
7057,6293,3341,53
7058,6321,2996,160
7059,6351,4702,53
7060,6407,4286,38
7061,6407,5484,38
7062,6410,1077,56
7063,6411,1539,142
7064,6422,5370,38
7065,6506,6411,222
7066,6635,1077,169
7067,6778,3341,53
7068,6778,6052,103
7069,6890,5037,98
7070,6925,3341,53
7071,6925,1640,156
7072,2,5114,53
7073,45,416,160
7074,82,359,47
7075,102,1176,222
7076,129,3677,53
7077,146,5036,207
7078,150,2083,155
7079,150,5455,160
7080,150,4313,162
7081,150,362,169
7082,151,1202,90
7083,162,2446,160
7084,177,2457,160
7085,209,194,160
7086,380,6123,90
7087,380,6123,169
7088,382,5447,156
7089,416,45,224
7090,421,1128,61
7091,454,4457,0
7092,461,4284,229
7093,467,1176,224
7094,537,5367,160
7095,537,6871,160
7096,558,1161,156
7097,607,1175,229
7098,711,1120,52
7099,711,6052,103
7100,711,1148,127
7101,711,3262,127
7102,711,6052,127
7103,711,3990,160
7104,711,5524,169
7105,733,3341,6
7106,733,3341,56
7107,829,2290,53
7108,846,3155,145
7109,862,3155,155
7110,920,6410,127
7111,920,5682,160
7112,920,3155,208
7113,956,2277,127
7114,956,3155,127
7115,956,5367,127
7116,956,6635,160
7117,974,3155,160
7118,1000,52,160
7119,1077,3262,6
7120,1077,6411,54
7121,1077,2290,127
7122,1077,3341,142
7123,1077,2083,169
7124,1145,6831,61
7125,1145,13,156
7126,1145,566,158
7127,1145,4108,159
7128,1161,1873,156
7129,1161,2442,156
7130,1176,102,224
7131,1176,467,224
7132,1199,2991,53
7133,1202,151,90
7134,1219,6112,169
7135,1361,5297,53
7136,1445,1160,38
7137,1446,1161,38
7138,1466,1122,224
7139,1477,5441,224
7140,1531,6823,167
7141,1604,4346,222
7142,1729,6635,160
7143,1943,2290,127
7144,1971,1145,47
7145,2058,6823,53
7146,2083,150,142
7147,2083,4313,142
7148,2103,6889,53
7149,2241,6504,155
7150,2266,3155,160
7151,2277,956,127
7152,2283,150,160
7153,2290,829,53
7154,2290,4576,53
7155,2290,1077,127
7156,2290,3155,127
7157,2290,4704,127
7158,2290,3155,155
7159,2427,1148,123
7160,2427,1148,129
7161,2457,7052,56
7162,2457,4845,127
7163,2457,5127,222
7164,2460,4383,160
7165,2547,1148,123
7166,2547,2427,160
7167,2547,1148,173
7168,2611,2420,42
7169,2611,359,47
7170,2639,6284,160
7171,2671,129,160
7172,2672,4313,53
7173,2694,2442,156
7174,2694,1384,160
7175,2922,4702,53
7176,2974,5219,160
7177,2991,1199,53
7178,3086,6578,224
7179,3149,6888,53
7180,3155,1077,127
7181,3155,2290,127
7182,3155,862,142
7183,3155,2290,142
7184,3155,4702,142
7185,3155,5556,142
7186,3155,6410,142
7187,3155,2290,160
7188,3155,3159,207
7189,3159,3155,207
7190,3173,4545,127
7191,3262,1077,6
7192,3262,711,158
7193,3341,4702,53
7194,3341,4702,61
7195,3341,4702,103
7196,3341,537,127
7197,3341,1077,127
7198,3341,6410,127
7199,3341,6925,127
7200,3341,1077,155
7201,3341,6410,155
7202,3341,3155,156
7203,3341,4702,162
7204,3341,5367,169
7205,3450,1179,47
7206,3495,1150,38
7207,3572,1161,169
7208,3590,820,156
7209,3677,129,53
7210,3686,1121,61
7211,3697,241,6
7212,3717,1215,47
7213,3717,5474,47
7214,3723,1171,150
7215,3727,6563,6
7216,3788,1185,156
7217,3800,1121,156
7218,3911,3155,160
7219,3921,3919,160
7220,3922,4271,38
7221,3933,2445,160
7222,3987,711,56
7223,3987,3155,160
7224,4087,5565,160
7225,4216,680,202
7226,4233,1161,38
7227,4265,5455,224
7228,4286,5484,224
7229,4286,5484,229
7230,4304,4274,38
7231,4313,2672,53
7232,4313,2083,155
7233,4313,150,162
7234,4313,1826,169
7235,4346,3159,50
7236,4362,146,191
7237,4378,2414,6
7238,4401,6905,229
7239,4407,5395,222
7240,4444,4375,160
7241,4451,13,160
7242,4463,6047,61
7243,4484,4362,38
7244,4503,1813,38
7245,4507,5315,55
7246,4545,3173,127
7247,4576,2290,53
7248,4576,4068,87
7249,4576,3155,158
7250,4576,3155,160
7251,4603,7023,156
7252,4631,818,160
7253,4702,2922,53
7254,4702,3341,53
7255,4702,3341,103
7256,4702,3155,155
7257,4702,3155,160
7258,4702,3341,160
7259,4702,3341,162
7260,4783,1161,222
7261,4845,2457,127
7262,4904,1176,156
7263,4918,2202,38
7264,5036,146,207
7265,5037,6410,127
7266,5037,6410,156
7267,5114,2,53
7268,5158,241,160
7269,5190,6053,160
7270,5210,4836,38
7271,5297,1361,53
7272,5315,4507,55
7273,5413,1145,6
7274,5423,1121,38
7275,5423,2389,150
7276,5423,1121,156
7277,5423,1121,168
7278,5434,1094,160
7279,5441,241,223
7280,5450,1146,38
7281,5450,1146,173
7282,5451,1050,38
7283,5453,4263,38
7284,5453,4263,150
7285,5455,1148,107
7286,5455,1148,202
7287,5455,1148,229
7288,5457,1150,38
7289,5474,1503,160
7290,5480,1167,150
7291,5480,1167,222
7292,5490,4289,38
7293,5496,1138,38
7294,5496,5682,222
7295,5497,4001,160
7296,5556,3155,155
7297,5563,1176,159
7298,5661,5441,86
7299,5678,1176,61
7300,5678,6635,146
7301,5678,1176,156
7302,5678,6635,165
7303,5678,6635,170
7304,5682,5496,86
7305,5682,5496,170
7306,5788,1122,38
7307,6052,711,103
7308,6052,6778,169
7309,6123,380,90
7310,6200,3155,115
7311,6293,1147,18
7312,6293,6284,160
7313,6309,6411,160
7314,6332,4175,156
7315,6407,4286,38
7316,6407,5484,38
7317,6407,6053,160
7318,6410,3341,142
7319,6410,3155,155
7320,6410,5037,160
7321,6504,2241,142
7322,6635,5678,160
7323,6636,6823,2
7324,6665,1145,168
7325,6665,1145,205
7326,6795,150,169
7327,6823,2058,53
7328,6873,6239,110
7329,6888,3149,53
7330,6888,2100,160
7331,6889,2103,53
7332,6889,2103,127
7333,6977,2427,160
7334,6977,2547,160
7335,46,3155,160
7336,122,2321,53
7337,122,2694,53
7338,122,6213,53
7339,123,1161,169
7340,132,4375,169
7341,132,5434,169
7342,146,5036,103
7343,146,3155,160
7344,150,2083,155
7345,150,3250,162
7346,278,2300,56
7347,278,2290,160
7348,359,1077,127
7349,359,1179,130
7350,421,1128,224
7351,461,1876,224
7352,461,4284,229
7353,467,1176,224
7354,503,1188,115
7355,503,1188,224
7356,517,1283,150
7357,540,1602,127
7358,545,146,160
7359,600,1760,219
7360,649,2651,169
7361,711,4431,53
7362,711,6052,103
7363,741,3155,103
7364,776,1161,222
7365,807,5034,155
7366,829,2290,53
7367,829,3155,160
7368,831,4580,98
7369,862,3155,98
7370,862,3155,155
7371,878,5492,42
7372,905,3341,160
7373,929,2402,169
7374,956,6778,105
7375,956,2277,127
7376,956,3155,127
7377,956,1176,156
7378,1077,2290,127
7379,1087,929,160
7380,1087,5433,160
7381,1121,928,6
7382,1121,4097,42
7383,1135,4545,196
7384,1139,1106,127
7385,1145,6903,6
7386,1145,2683,56
7387,1145,4185,156
7388,1146,3155,123
7389,1148,2427,56
7390,1148,2427,61
7391,1148,3982,185
7392,1148,2547,224
7393,1160,1445,168
7394,1161,2442,156
7395,1173,2455,6
7396,1176,6635,165
7397,1176,6635,215
7398,1176,5678,224
7399,1179,5243,158
7400,1183,5039,56
7401,1188,503,115
7402,1215,5395,160
7403,1294,1188,224
7404,1353,1145,56
7405,1434,1145,61
7406,1445,1160,38
7407,1523,2404,160
7408,1539,6411,155
7409,1552,1077,18
7410,1552,3262,18
7411,1586,5831,156
7412,1694,3262,169
7413,1699,4921,53
7414,1760,600,6
7415,1918,448,229
7416,1923,5584,156
7417,1943,3347,53
7418,1943,2290,127
7419,1943,5527,127
7420,1953,4807,127
7421,1971,4261,6
7422,2083,150,142
7423,2083,3250,142
7424,2097,2151,142
7425,2097,2151,169
7426,2143,6635,144
7427,2143,6635,160
7428,2143,1176,191
7429,2143,6635,191
7430,2151,2097,155
7431,2194,1121,156
7432,2266,5196,160
7433,2266,6293,160
7434,2277,956,127
7435,2278,3262,127
7436,2290,4257,38
7437,2290,829,53
7438,2290,4576,53
7439,2290,1077,127
7440,2290,3155,127
7441,2290,3155,155
7442,2315,1694,169
7443,2321,122,53
7444,2321,2694,53
7445,2360,1638,160
7446,2442,1161,6
7447,2442,286,56
7448,2495,5584,169
7449,2533,362,160
7450,2545,1145,156
7451,2547,1148,159
7452,2547,2427,160
7453,2547,1148,222
7454,2560,6635,160
7455,2596,4723,98
7456,2651,680,160
7457,2655,3586,160
7458,2671,6052,53
7459,2671,6753,127
7460,2683,2996,160
7461,2683,1145,176
7462,2694,122,53
7463,2694,2321,53
7464,2694,2442,208
7465,2695,2445,160
7466,2786,6411,155
7467,2906,3566,29
7468,3045,4571,160
7469,3100,1145,38
7470,3149,2460,160
7471,3149,6017,207
7472,3155,3159,98
7473,3155,741,103
7474,3155,862,142
7475,3155,2290,142
7476,3155,6624,176
7477,3159,3155,98
7478,3159,4748,103
7479,3159,4346,107
7480,3213,2608,160
7481,3233,1148,78
7482,3241,1175,115
7483,3250,2083,155
7484,3250,6504,160
7485,3250,150,162
7486,3262,6410,207
7487,3341,4702,53
7488,3341,6293,53
7489,3341,537,127
7490,3341,3155,160
7491,3341,4702,162
7492,3347,1943,53
7493,3495,1150,38
7494,3501,2442,156
7495,3501,2442,169
7496,3535,5037,155
7497,3562,362,160
7498,3603,5905,160
7499,3676,6871,156
7500,3676,3133,160
7501,3698,5444,61
7502,3877,6392,160
7503,3921,5516,160
7504,3933,2445,160
7505,3987,920,56
7506,3987,2290,169
7507,4019,1145,6
7508,4140,5584,169
7509,4141,3155,52
7510,4141,3155,127
7511,4172,928,160
7512,4185,1145,23
7513,4187,4702,56
7514,4187,4702,150
7515,4216,680,202
7516,4286,5484,224
7517,4319,6785,53
7518,4320,1218,127
7519,4320,6407,155
7520,4346,4534,224
7521,4368,4297,224
7522,4415,4087,38
7523,4415,4087,42
7524,4431,711,53
7525,4453,4501,160
7526,4468,4032,160
7527,4473,238,160
7528,4474,5037,155
7529,4501,4453,160
7530,4534,4346,224
7531,4576,2290,53
7532,4594,2442,169
7533,4609,6504,160
7534,4612,5492,53
7535,4631,818,160
7536,4694,2689,156
7537,4702,3341,53
7538,4702,956,127
7539,4702,2460,156
7540,4702,3155,158
7541,4702,3155,160
7542,4702,3341,162
7543,4702,711,169
7544,4704,2290,160
7545,4723,2596,98
7546,4740,2442,208
7547,4747,1161,115
7548,4747,2442,160
7549,4748,3159,103
7550,4748,2083,160
7551,4851,2632,38
7552,4904,1176,156
7553,4918,2202,38
7554,4921,1699,53
7555,4982,6504,169
7556,4996,1121,18
7557,5002,6889,53
7558,5034,807,142
7559,5036,146,103
7560,5036,146,160
7561,5037,6410,127
7562,5037,3535,142
7563,5037,4474,142
7564,5037,6410,156
7565,5037,3535,160
7566,5046,4534,55
7567,5158,5373,38
7568,5182,1161,156
7569,5182,2442,160
7570,5230,5584,169
7571,5290,5367,6
7572,5292,7022,222
7573,5390,5036,160
7574,5423,1121,38
7575,5423,1121,156
7576,5423,6994,205
7577,5423,1121,229
7578,5433,929,160
7579,5433,5238,160
7580,5455,5071,0
7581,5455,1148,38
7582,5455,1148,222
7583,5480,1167,222
7584,5492,4612,53
7585,5492,878,219
7586,5496,5682,222
7587,5536,1128,6
7588,5565,4415,61
7589,5678,6635,94
7590,5678,6635,146
7591,5678,6635,170
7592,5682,5496,170
7593,5965,6411,90
7594,5965,6411,160
7595,6017,3149,207
7596,6038,2671,169
7597,6052,2671,53
7598,6052,711,103
7599,6063,4478,51
7600,6123,380,18
7601,6126,1161,191
7602,6208,1503,38
7603,6213,122,53
7604,6243,6295,160
7605,6293,3341,53
7606,6313,2445,156
7607,6313,5219,160
7608,6344,3341,169
7609,6362,1145,61
7610,6407,4286,38
7611,6407,5484,38
7612,6407,6354,107
7613,6407,4320,142
7614,6410,3262,207
7615,6411,5965,90
7616,6411,6504,123
7617,6411,1539,142
7618,6411,2786,142
7619,6422,5370,38
7620,6504,6411,123
7621,6504,6411,130
7622,6542,5196,160
7623,6785,4319,53
7624,6794,1148,156
7625,6889,5002,53
7626,6967,3155,160
7627,6977,1148,156
7628,6977,2427,160
7629,18,4609,103
7630,122,1161,115
7631,146,443,38
7632,150,2083,155
7633,238,1879,208
7634,246,3155,160
7635,278,2300,56
7636,278,2290,160
7637,289,146,159
7638,302,1145,6
7639,307,1379,53
7640,359,1179,130
7641,421,1128,224
7642,443,5230,224
7643,448,5441,229
7644,467,1176,229
7645,599,1053,224
7646,626,3566,160
7647,680,6332,6
7648,680,2651,56
7649,711,3262,127
7650,741,3155,103
7651,745,13,160
7652,831,4580,98
7653,846,3155,145
7654,920,4702,53
7655,920,2457,56
7656,920,4702,127
7657,953,6763,160
7658,956,3155,127
7659,1077,3908,142
7660,1090,263,160
7661,1106,2100,123
7662,1121,5423,56
7663,1145,1971,6
7664,1145,1154,168
7665,1145,13,170
7666,1148,2427,6
7667,1148,5455,6
7668,1148,2427,185
7669,1148,5455,224
7670,1154,1145,6
7671,1154,3710,127
7672,1154,3922,127
7673,1160,1932,61
7674,1161,2442,156
7675,1171,6410,115
7676,1173,6785,156
7677,1182,6823,156
7678,1183,5039,56
7679,1183,5264,123
7680,1218,2454,160
7681,1379,307,53
7682,1434,1145,156
7683,1456,1183,87
7684,1456,1183,191
7685,1503,6669,160
7686,1523,5341,160
7687,1527,1145,38
7688,1552,1077,18
7689,1552,3262,18
7690,1552,1077,156
7691,1552,1077,160
7692,1615,263,160
7693,1625,4922,160
7694,1653,2694,160
7695,1662,4431,160
7696,1762,2746,172
7697,1791,5044,160
7698,1833,3885,53
7699,1843,5046,160
7700,1846,2248,160
7701,1854,3401,53
7702,1943,2300,142
7703,1954,1161,156
7704,1959,5427,170
7705,1971,1145,205
7706,2083,3250,53
7707,2083,150,142
7708,2102,382,160
7709,2143,6635,143
7710,2143,6635,144
7711,2266,3155,160
7712,2266,6293,160
7713,2277,6293,53
7714,2277,5809,160
7715,2278,1077,56
7716,2278,3572,105
7717,2278,3572,155
7718,2278,1751,160
7719,2278,2083,160
7720,2278,4029,160
7721,2278,5037,160
7722,2278,6568,160
7723,2290,6727,142
7724,2290,3155,155
7725,2300,1943,155
7726,2385,2100,160
7727,2427,1148,52
7728,2442,1161,133
7729,2457,5908,53
7730,2460,2368,159
7731,2527,1077,160
7732,2639,6284,160
7733,2664,2413,160
7734,2671,1426,60
7735,2671,1167,127
7736,3101,6467,38
7737,3147,2455,115
7738,3149,3155,155
7739,3155,741,103
7740,3155,2290,142
7741,3155,3149,142
7742,3159,6504,124
7743,3159,5046,160
7744,3250,2083,53
7745,3341,2290,56
7746,3341,2457,56
7747,3341,2618,158
7748,3341,2618,169
7749,3401,1854,53
7750,3413,1523,156
7751,3473,329,127
7752,3473,6119,162
7753,3501,1540,160
7754,3563,5486,53
7755,3572,2278,142
7756,3686,1121,6
7757,3686,1121,61
7758,3722,4237,160
7759,3726,1183,61
7760,3727,1444,6
7761,3727,1444,160
7762,3728,1189,38
7763,3728,1189,61
7764,3760,6364,185
7765,3783,2765,110
7766,3885,1833,53
7767,3908,1077,155
7768,3984,4393,61
7769,3987,3155,160
7770,4052,1121,61
7771,4087,4478,160
7772,4089,2022,160
7773,4135,1145,156
7774,4147,2385,156
7775,4172,890,156
7776,4175,3742,160
7777,4185,1145,6
7778,4185,1145,56
7779,4187,4702,56
7780,4187,3155,160
7781,4187,5037,180
7782,4368,5498,224
7783,4431,4362,55
7784,4514,437,222
7785,4545,4569,150
7786,4572,2417,160
7787,4609,18,103
7788,4612,6568,160
7789,4660,5186,169
7790,4666,1134,38
7791,4702,920,53
7792,4702,6351,53
7793,4702,3155,56
7794,4702,6817,56
7795,4702,920,127
7796,4702,3155,145
7797,4702,6967,156
7798,4702,920,160
7799,4702,3155,160
7800,4702,5026,160
7801,4702,5044,160
7802,4717,4025,61
7803,4827,1148,56
7804,4845,6293,53
7805,4918,2202,38
7806,5002,382,127
7807,5002,2103,127
7808,5036,6284,222
7809,5037,6410,6
7810,5037,6410,53
