vertex_id:int,label_id:int,name:string,type:string,country:string
1554,0,Daniela_Bobeva,Daniela Bobeva,Unknown
1555,0,Danjuma_Goje,Danjuma Goje,Unknown
1556,0,Darbara_Singh,Darbara Singh,Unknown
1557,0,Darrell_Issa,Darrell Issa,Unknown
1558,0,Datuk_Mah_Siew_Keong,Datuk Mah Siew Keong,Unknown
1559,0,Datuk_Seri_Musa_Aman,Datuk Seri Musa Aman,Unknown
1560,0,Datuk_Seri_Tengku_Adnan_Tengku_Mansor,Datuk Seri Tengku Adnan Tengku Mansor,Unknown
1561,0,Dave_Heineman,Dave Heineman,Unknown
1562,0,David_Ben-Gurion,David Ben-Gurion,Unknown
1563,0,David_Blunkett,David Blunkett,Unknown
1564,0,David_Choquehuanca,David Choquehuanca,Unknown
1565,0,David_Clark,David Clark,Unknown
1566,0,David_Crisafulli,David Crisafulli,Unknown
1567,0,David_Dondua,David Dondua,Unknown
1568,0,David_Granger,David Granger,Unknown
1569,0,David_Hale,David Hale,Unknown
1570,0,David_Hanson,David Hanson,Unknown
1571,0,David_Jones,David Jones,Unknown
1572,0,David_Miliband,David Miliband,Unknown
1573,0,David_Miller,David Miller,Unknown
1574,0,David_N._Dinkins,David N. Dinkins,Unknown
1575,0,David_Nabarro,David Nabarro,Unknown
1576,0,David_Narmania,David Narmania,Unknown
1577,0,David_Parirenyatwa,David Parirenyatwa,Unknown
1578,0,David_Sanakoyev,David Sanakoyev,Unknown
1579,0,David_Satter,David Satter,Unknown
1580,0,David_Shear,David Shear,Unknown
1581,0,David_Yau-Yau,David Yau-Yau,Unknown
1582,0,Davies_Ibiamu_Ikanya,Davies Ibiamu Ikanya,Unknown
1583,0,Davit_Tonoyan,Davit Tonoyan,Unknown
1584,0,Davit_Usupashvili,Davit Usupashvili,Unknown
1585,0,Dawa_Khan_Minapal,Dawa Khan Minapal,Unknown
1586,0,Deborah_Malac,Deborah Malac,Unknown
1587,0,Defector_(Nigeria),Defector,Nigeria
1588,0,Defector_(North_Korea),Defector,North Korea
1589,0,Defector_(South_Korea),Defector,South Korea
1590,0,Defector_(Yemen),Defector,Yemen
1591,0,Defense_/_Security_Ministry_(Angola),Defense / Security Ministry,Angola
1592,0,Defense_/_Security_Ministry_(Armenia),Defense / Security Ministry,Armenia
1593,0,Defense_/_Security_Ministry_(Azerbaijan),Defense / Security Ministry,Azerbaijan
1594,0,Defense_/_Security_Ministry_(Cambodia),Defense / Security Ministry,Cambodia
1595,0,Defense_/_Security_Ministry_(Chile),Defense / Security Ministry,Chile
1596,0,Defense_/_Security_Ministry_(China),Defense / Security Ministry,China
1597,0,Defense_/_Security_Ministry_(Cyprus),Defense / Security Ministry,Cyprus
1598,0,Defense_/_Security_Ministry_(Czech_Republic),Defense / Security Ministry,Czech Republic
1599,0,Defense_/_Security_Ministry_(Egypt),Defense / Security Ministry,Egypt
1600,0,Defense_/_Security_Ministry_(Estonia),Defense / Security Ministry,Estonia
1601,0,Defense_/_Security_Ministry_(Fiji),Defense / Security Ministry,Fiji
1602,0,Defense_/_Security_Ministry_(Greece),Defense / Security Ministry,Greece
1603,0,Defense_/_Security_Ministry_(India),Defense / Security Ministry,India
1604,0,Defense_/_Security_Ministry_(Iraq),Defense / Security Ministry,Iraq
1605,0,Defense_/_Security_Ministry_(Italy),Defense / Security Ministry,Italy
1606,0,Defense_/_Security_Ministry_(Kenya),Defense / Security Ministry,Kenya
1607,0,Defense_/_Security_Ministry_(Lesotho),Defense / Security Ministry,Lesotho
1608,0,Defense_/_Security_Ministry_(Liberia),Defense / Security Ministry,Liberia
1609,0,Defense_/_Security_Ministry_(Libya),Defense / Security Ministry,Libya
1610,0,Defense_/_Security_Ministry_(Macedonia),Defense / Security Ministry,Macedonia
1611,0,Defense_/_Security_Ministry_(Malaysia),Defense / Security Ministry,Malaysia
1612,0,Defense_/_Security_Ministry_(Moldova),Defense / Security Ministry,Moldova
1613,0,Defense_/_Security_Ministry_(Myanmar),Defense / Security Ministry,Myanmar
1614,0,Defense_/_Security_Ministry_(New_Zealand),Defense / Security Ministry,New Zealand
1615,0,Defense_/_Security_Ministry_(Nigeria),Defense / Security Ministry,Nigeria
1616,0,Defense_/_Security_Ministry_(North_Korea),Defense / Security Ministry,North Korea
1617,0,Defense_/_Security_Ministry_(Persian_Gulf),Defense / Security Ministry,Persian Gulf
1618,0,Defense_/_Security_Ministry_(Poland),Defense / Security Ministry,Poland
1619,0,Defense_/_Security_Ministry_(Romania),Defense / Security Ministry,Romania
1620,0,Defense_/_Security_Ministry_(Russia),Defense / Security Ministry,Russia
1621,0,Defense_/_Security_Ministry_(Slovakia),Defense / Security Ministry,Slovakia
1622,0,Defense_/_Security_Ministry_(South_Africa),Defense / Security Ministry,South Africa
1623,0,Defense_/_Security_Ministry_(South_Sudan),Defense / Security Ministry,South Sudan
1624,0,Defense_/_Security_Ministry_(Spain),Defense / Security Ministry,Spain
1625,0,Defense_/_Security_Ministry_(Ukraine),Defense / Security Ministry,Ukraine
1626,0,Defense_/_Security_Ministry_(United_States),Defense / Security Ministry,United States
1627,0,Defense_/_Security_Ministry_(Venezuela),Defense / Security Ministry,Venezuela
1628,0,Defense_/_Security_Ministry_(Vietnam),Defense / Security Ministry,Vietnam
1629,0,Defense_/_Security_Ministry_(Yemen),Defense / Security Ministry,Yemen
1630,0,Defense_Attorney_(Bahrain),Defense Attorney,Bahrain
1631,0,Defense_Attorney_(Canada),Defense Attorney,Canada
1632,0,Defense_Attorney_(Czech_Republic),Defense Attorney,Czech Republic
1633,0,Defense_Attorney_(Greece),Defense Attorney,Greece
1634,0,Defense_Attorney_(Iran),Defense Attorney,Iran
1635,0,Defense_Attorney_(Namibia),Defense Attorney,Namibia
1636,0,Defense_Attorney_(South_Korea),Defense Attorney,South Korea
1637,0,Defense_Industry_(Poland),Defense Industry,Poland
1638,0,Delyan_Peevski,Delyan Peevski,Unknown
1639,0,Demeke_Mekonnen,Demeke Mekonnen,Unknown
1640,0,Democratic_Force,Democratic Force,Unknown
1641,0,Democratic_Forces_for_the_Liberation_of_Rwanda,Democratic Forces for the Liberation of Rwanda,Unknown
1642,0,Democratic_Left,Democratic Left,Unknown
1643,0,Democratic_Party,Democratic Party,Unknown
1644,0,Democratic_Party_(Albania),Democratic Party,Albania
1645,0,Democratic_Party_(Argentina),Democratic Party,Argentina
1646,0,Democratic_Party_(Benin),Democratic Party,Benin
1647,0,Democratic_Party_(Croatia),Democratic Party,Croatia
1648,0,Democratic_Party_(Czech_Republic),Democratic Party,Czech Republic
1649,0,Democratic_Party_(Latvia),Democratic Party,Latvia
1650,0,Democratic_Party_(Libya),Democratic Party,Libya
1651,0,Democratic_Party_(Moldova),Democratic Party,Moldova
1652,0,Democratic_Party_(Mozambique),Democratic Party,Mozambique
1653,0,Democratic_Party_(Nigeria),Democratic Party,Nigeria
1654,0,Democratic_Party_(Serbia),Democratic Party,Serbia
1655,0,Democratic_Union_of_Cameroon,Democratic Union of Cameroon,Unknown
1656,0,Democratic_Union_of_Hungarians_in_Romania,Democratic Union of Hungarians in Romania,Unknown
1657,0,Denis_Berezovsky,Denis Berezovsky,Unknown
1658,0,Denis_MacShane,Denis MacShane,Unknown
1659,0,Denis_Napthine,Denis Napthine,Unknown
1660,0,Department_of_Geologic_Survey_and_its_Mineral_Exploration_(Thailand),Department of Geologic Survey and its Mineral Exploration,Thailand
1661,0,Department_of_Transportation,Department of Transportation,Unknown
1662,0,Department_of_the_Treasury,Department of the Treasury,Unknown
1663,0,Deputy_Commisioner_Kumar,Deputy Commisioner Kumar,Unknown
1664,0,Deputy_Inspector_General_Singh,Deputy Inspector General Singh,Unknown
1665,0,Der_Spiegel,Der Spiegel,Unknown
1666,0,Derek_Andre_Hanekom,Derek Andre Hanekom,Unknown
1667,0,Desiré_Delano_Bouterse,Desiré Delano Bouterse,Unknown
1668,0,Detainee_(Afghanistan),Detainee,Afghanistan
1669,0,Detainee_(Argentina),Detainee,Argentina
1670,0,Detainee_(Australia),Detainee,Australia
1671,0,Detainee_(Bahrain),Detainee,Bahrain
1672,0,Detainee_(Brazil),Detainee,Brazil
1673,0,Detainee_(Burundi),Detainee,Burundi
1674,0,Detainee_(Cote_d'Ivoire),Detainee,Cote d'Ivoire
1675,0,Detainee_(Ethiopia),Detainee,Ethiopia
1676,0,Detainee_(Jamaica),Detainee,Jamaica
1677,0,Detainee_(Lebanon),Detainee,Lebanon
1678,0,Detainee_(Myanmar),Detainee,Myanmar
1679,0,"Detainee_(Palestinian_Territory,_Occupied)",Detainee,Palestinian Territory  Occupied
1680,0,Detainee_(Peru),Detainee,Peru
1681,0,Detainee_(Rwanda),Detainee,Rwanda
1682,0,Detainee_(Saudi_Arabia),Detainee,Saudi Arabia
1683,0,Detainee_(South_Sudan),Detainee,South Sudan
1684,0,Detainee_(Tajikistan),Detainee,Tajikistan
1685,0,Detainee_(United_States),Detainee,United States
1686,0,Detainee_(Venezuela),Detainee,Venezuela
1687,0,Deval_Patrick,Deval Patrick,Unknown
1688,0,Development_Council_(Africa),Development Council,Africa
1689,0,Development_Council_(Nigeria),Development Council,Nigeria
1690,0,Devlet_Bahçeli,Devlet Bahçeli,Unknown
1691,0,Dharam_Singh,Dharam Singh,Unknown
1692,0,Dharamvira_Gandhi,Dharamvira Gandhi,Unknown
1693,0,Dianne_Feinstein,Dianne Feinstein,Unknown
1694,0,Didier_Burkhalter,Didier Burkhalter,Unknown
1695,0,Didmus_Noel_Edwin_Mutasa,Didmus Noel Edwin Mutasa,Unknown
1696,0,Die_Linke,Die Linke,Unknown
1697,0,Diego_García_Sayán,Diego García Sayán,Unknown
1698,0,Dimeji_Bankole,Dimeji Bankole,Unknown
1699,0,Dimitrios_Avramopoulos,Dimitrios Avramopoulos,Unknown
1700,0,Dimitris_Kourkoulas,Dimitris Kourkoulas,Unknown
1701,0,Dimitris_Koutsoumbas,Dimitris Koutsoumbas,Unknown
1702,0,Dina_Kawar,Dina Kawar,Unknown
1703,0,Dinesh_Sharma,Dinesh Sharma,Unknown
1704,0,Dinesh_Singh,Dinesh Singh,Unknown
1705,0,Dinh_Tien_Dung,Dinh Tien Dung,Unknown
1706,0,Dinka,Dinka,Unknown
1707,0,Dino_Bouterse,Dino Bouterse,Unknown
1708,0,Dino_Melaye,Dino Melaye,Unknown
1709,0,Director_General_(Armenia),Director General,Armenia
1710,0,Director_General_(Australia),Director General,Australia
1711,0,Director_General_(Bahrain),Director General,Bahrain
1712,0,Director_General_(Cambodia),Director General,Cambodia
1713,0,Director_General_(Cameroon),Director General,Cameroon
1714,0,Director_General_(China),Director General,China
1715,0,Director_General_(Ethiopia),Director General,Ethiopia
1716,0,Director_General_(Haiti),Director General,Haiti
1717,0,Director_General_(Indonesia),Director General,Indonesia
1718,0,Director_General_(Lebanon),Director General,Lebanon
1719,0,Director_General_(Lithuania),Director General,Lithuania
1720,0,Director_General_(North_Korea),Director General,North Korea
1721,0,Director_General_(Pakistan),Director General,Pakistan
1722,0,Director_General_(Philippines),Director General,Philippines
1723,0,Director_General_(Russia),Director General,Russia
1724,0,Director_General_(Rwanda),Director General,Rwanda
1725,0,Director_General_(South_Korea),Director General,South Korea
1726,0,Director_General_(Sudan),Director General,Sudan
1727,0,Director_General_(Syria),Director General,Syria
1728,0,Director_General_(Taiwan),Director General,Taiwan
1729,0,Director_General_(Thailand),Director General,Thailand
1730,0,Director_General_(United_Kingdom),Director General,United Kingdom
1731,0,Director_General_(United_States),Director General,United States
1732,0,Director_General_(Zambia),Director General,Zambia
1733,0,Displaced_Families_(Iraq),Displaced Families,Iraq
1734,0,Displaced_Families_(Pakistan),Displaced Families,Pakistan
1735,0,Displaced_Families_(South_Sudan),Displaced Families,South Sudan
1736,0,Displaced_Families_(Sudan),Displaced Families,Sudan
1737,0,Displaced_Families_(Syria),Displaced Families,Syria
1738,0,Displaced_Families_(Ukraine),Displaced Families,Ukraine
1739,0,Displaced_Families_(Yemen),Displaced Families,Yemen
1740,0,Dissident_(Azerbaijan),Dissident,Azerbaijan
1741,0,Dissident_(Bolivia),Dissident,Bolivia
1742,0,Dissident_(China),Dissident,China
1743,0,Dissident_(Iran),Dissident,Iran
1744,0,Dissident_(Turkey),Dissident,Turkey
1745,0,Dissident_(Vietnam),Dissident,Vietnam
1746,0,District_Commissioner_(Botswana),District Commissioner,Botswana
1747,0,District_Commissioner_(Malawi),District Commissioner,Malawi
1748,0,District_Commissioner_(Tanzania),District Commissioner,Tanzania
1749,0,District_Commissioner_(Zambia),District Commissioner,Zambia
1750,0,District_Commissioner_R._Singh,District Commissioner R. Singh,Unknown
1751,0,Djibouti,Djibouti,Unknown
1752,0,Djoko_Suyanto,Djoko Suyanto,Unknown
1753,0,Djoomart_Otorbaev,Djoomart Otorbaev,Unknown
1754,0,Dmitriy_Kiselev,Dmitriy Kiselev,Unknown
1755,0,Dmitry_Anatolyevich_Medvedev,Dmitry Anatolyevich Medvedev,Unknown
1756,0,Dmitry_Livanov,Dmitry Livanov,Unknown
1757,0,Dmitry_Mezentsev,Dmitry Mezentsev,Unknown
1758,0,Dmitry_Nikolayevich_Kozak,Dmitry Nikolayevich Kozak,Unknown
1759,0,Dmitry_Olegovich_Rogozin,Dmitry Olegovich Rogozin,Unknown
1760,0,Dmytro_Bulatov,Dmytro Bulatov,Unknown
1761,0,Dmytro_Firtash,Dmytro Firtash,Unknown
1762,0,Doctors_Without_Borders,Doctors Without Borders,Unknown
1763,0,Doku_Khamatovich_Umarov,Doku Khamatovich Umarov,Unknown
1764,0,Domestic_Affairs_(Albania),Domestic Affairs,Albania
1765,0,Domestic_Affairs_(Algeria),Domestic Affairs,Algeria
1766,0,Domestic_Affairs_(Angola),Domestic Affairs,Angola
1767,0,Domestic_Affairs_(Australia),Domestic Affairs,Australia
1768,0,Domestic_Affairs_(Austria),Domestic Affairs,Austria
1769,0,Domestic_Affairs_(Chile),Domestic Affairs,Chile
1770,0,Domestic_Affairs_(Colombia),Domestic Affairs,Colombia
1771,0,Domestic_Affairs_(Cote_d'Ivoire),Domestic Affairs,Cote d'Ivoire
1772,0,Domestic_Affairs_(Croatia),Domestic Affairs,Croatia
1773,0,Domestic_Affairs_(Ecuador),Domestic Affairs,Ecuador
1774,0,Domestic_Affairs_(France),Domestic Affairs,France
1775,0,Domestic_Affairs_(Germany),Domestic Affairs,Germany
1776,0,Domestic_Affairs_(Greece),Domestic Affairs,Greece
1777,0,Domestic_Affairs_(Indonesia),Domestic Affairs,Indonesia
1778,0,Domestic_Affairs_(Kenya),Domestic Affairs,Kenya
1779,0,Domestic_Affairs_(Lebanon),Domestic Affairs,Lebanon
1780,0,Domestic_Affairs_(Malawi),Domestic Affairs,Malawi
1781,0,Domestic_Affairs_(Mauritania),Domestic Affairs,Mauritania
1782,0,Domestic_Affairs_(Nigeria),Domestic Affairs,Nigeria
1783,0,Domestic_Affairs_(Panama),Domestic Affairs,Panama
1784,0,Domestic_Affairs_(Peru),Domestic Affairs,Peru
1785,0,Domestic_Affairs_(Romania),Domestic Affairs,Romania
1786,0,Domestic_Affairs_(South_Sudan),Domestic Affairs,South Sudan
1787,0,Domestic_Affairs_(Spain),Domestic Affairs,Spain
1788,0,Domestic_Affairs_(Sri_Lanka),Domestic Affairs,Sri Lanka
1789,0,Domestic_Affairs_(Sudan),Domestic Affairs,Sudan
1790,0,Domestic_Affairs_(Tanzania),Domestic Affairs,Tanzania
1791,0,Domestic_Affairs_(Yemen),Domestic Affairs,Yemen
1792,0,Domingos_Simões_Pereira,Domingos Simões Pereira,Unknown
1793,0,Dominica,Dominica,Unknown
1794,0,Dominican_Republic,Dominican Republic,Unknown
1795,0,Don_Brash,Don Brash,Unknown
1796,0,Donald_Etiebet,Donald Etiebet,Unknown
1797,0,Donatille_Mukabalisa,Donatille Mukabalisa,Unknown
1798,0,Dora_Akunyili,Dora Akunyili,Unknown
1799,0,Dora_Siliya,Dora Siliya,Unknown
1800,0,Douglas_Alexander,Douglas Alexander,Unknown
1801,0,Dragomir_Stoynev,Dragomir Stoynev,Unknown
1802,0,Drug_Dealer_(Indonesia),Drug Dealer,Indonesia
1803,0,Drug_Dealer_(Iran),Drug Dealer,Iran
1804,0,Drug_Dealer_(Jamaica),Drug Dealer,Jamaica
1805,0,Drug_Dealer_(Mindanao),Drug Dealer,Mindanao
1806,0,Drug_Enforcement_(Liberia),Drug Enforcement,Liberia
1807,0,Drug_Enforcement_Administration,Drug Enforcement Administration,Unknown
1808,0,Drug_Gang_(Africa),Drug Gang,Africa
1809,0,Drug_Gang_(Beltrán-Leyva_Cartel),Drug Gang,Beltrán-Leyva Cartel
1810,0,Drug_Gang_(Colombia),Drug Gang,Colombia
1811,0,Drug_Gang_(India),Drug Gang,India
1812,0,Drug_Gang_(Knights_Templar_Cartel),Drug Gang,Knights Templar Cartel
1813,0,Drug_Gang_(Mexico),Drug Gang,Mexico
1814,0,Drug_Gang_(Syria),Drug Gang,Syria
1815,0,Drug_Gang_(Thailand),Drug Gang,Thailand
1816,0,Drug_Gang_(Turkmenistan),Drug Gang,Turkmenistan
1817,0,Drug_Gang_(Uganda),Drug Gang,Uganda
1818,0,Drug_Gang_(United_Kingdom),Drug Gang,United Kingdom
1819,0,Dumiso_Dabengwa,Dumiso Dabengwa,Unknown
1820,0,Dunya_Maumoon,Dunya Maumoon,Unknown
1821,0,Dusan_Mramor,Dusan Mramor,Unknown
1822,0,Dustin_McDaniel,Dustin McDaniel,Unknown
1823,0,Dzhokhar_Tsarnaev,Dzhokhar Tsarnaev,Unknown
1824,0,Dzintars_Rasnacs,Dzintars Rasnacs,Unknown
1825,0,Débora_Giorgi,Débora Giorgi,Unknown
1826,0,East_African_Community,East African Community,Unknown
1827,0,East_Turkistan_Islamic_Movement,East Turkistan Islamic Movement,Unknown
1828,0,Eastern_Mindanao_Command,Eastern Mindanao Command,Unknown
1829,0,Ebrahim_Ebrahim,Ebrahim Ebrahim,Unknown
1830,0,Ebrahim_Patel,Ebrahim Patel,Unknown
1831,0,Ebrahim_Yazdi,Ebrahim Yazdi,Unknown
1832,0,Economic_Community_of_Central_African_States,Economic Community of Central African States,Unknown
1833,0,Economic_Cooperation_Organization,Economic Cooperation Organization,Unknown
1834,0,Economic_and_Monetary_Community_of_Central_Africa,Economic and Monetary Community of Central Africa,Unknown
1835,0,Economist_(Belarus),Economist,Belarus
1836,0,Economist_(Canada),Economist,Canada
1837,0,Economist_(China),Economist,China
1838,0,Economist_(New_Zealand),Economist,New Zealand
1839,0,Economist_(Philippines),Economist,Philippines
1840,0,Economist_(United_States),Economist,United States
1841,0,Economist_(Zimbabwe),Economist,Zimbabwe
1842,0,Ecopetrol,Ecopetrol,Unknown
1843,0,Ed_Royce,Ed Royce,Unknown
1844,0,Eda_Rivas,Eda Rivas,Unknown
1845,0,Edgard_Arevalo,Edgard Arevalo,Unknown
1846,0,Edgars_Rinkevics,Edgars Rinkevics,Unknown
1847,0,Edmond_Mulet,Edmond Mulet,Unknown
1848,0,Edouard_Balladur,Edouard Balladur,Unknown
1849,0,Edouard_Nduwimana,Edouard Nduwimana,Unknown
1850,0,Eduard_Shevardnadze,Eduard Shevardnadze,Unknown
1851,0,Eduardo_Brandão_de_Azeredo,Eduardo Brandão de Azeredo,Unknown
1852,0,Eduardo_Buzzi,Eduardo Buzzi,Unknown
1853,0,Eduardo_Koloma,Eduardo Koloma,Unknown
1854,0,Eduardo_Montealegre,Eduardo Montealegre,Unknown
1855,0,Education_(Angola),Education,Angola
1856,0,Education_(Argentina),Education,Argentina
1857,0,Education_(Azerbaijan),Education,Azerbaijan
1858,0,Education_(Bahrain),Education,Bahrain
1859,0,Education_(Benin),Education,Benin
1860,0,Education_(Brazil),Education,Brazil
1861,0,Education_(Colombia),Education,Colombia
1862,0,Education_(Costa_Rica),Education,Costa Rica
1863,0,Education_(Egypt),Education,Egypt
1864,0,Education_(Greece),Education,Greece
1865,0,Education_(Hong_Kong),Education,Hong Kong
1866,0,Education_(Iran),Education,Iran
1867,0,Education_(Iraq),Education,Iraq
1868,0,Education_(Israel),Education,Israel
1869,0,Education_(Kosovo),Education,Kosovo
1870,0,Education_(Libya),Education,Libya
1871,0,Education_(Myanmar),Education,Myanmar
1872,0,Education_(New_Zealand),Education,New Zealand
1873,0,Education_(Nigeria),Education,Nigeria
1874,0,Education_(Pakistan),Education,Pakistan
1875,0,Education_(Peru),Education,Peru
1876,0,Education_(Russia),Education,Russia
1877,0,Education_(Singapore),Education,Singapore
1878,0,Education_(Slovakia),Education,Slovakia
1879,0,Education_(Somalia),Education,Somalia
1880,0,Education_(South_Africa),Education,South Africa
1881,0,Education_(Tanzania),Education,Tanzania
1882,0,Education_(Trinidad_and_Tobago),Education,Trinidad and Tobago
1883,0,Education_(United_States),Education,United States
1884,0,Education_Ministry_(Algeria),Education Ministry,Algeria
1885,0,Education_Ministry_(Angola),Education Ministry,Angola
1886,0,Education_Ministry_(Bangladesh),Education Ministry,Bangladesh
1887,0,Education_Ministry_(Botswana),Education Ministry,Botswana
1888,0,Education_Ministry_(Brazil),Education Ministry,Brazil
1889,0,Education_Ministry_(Canada),Education Ministry,Canada
1890,0,Education_Ministry_(China),Education Ministry,China
1891,0,Education_Ministry_(Czech_Republic),Education Ministry,Czech Republic
1892,0,Education_Ministry_(Estonia),Education Ministry,Estonia
1893,0,Education_Ministry_(France),Education Ministry,France
1894,0,Education_Ministry_(Georgia),Education Ministry,Georgia
1895,0,Education_Ministry_(Greece),Education Ministry,Greece
1896,0,Education_Ministry_(Iran),Education Ministry,Iran
1897,0,Education_Ministry_(Kuwait),Education Ministry,Kuwait
1898,0,Education_Ministry_(Malaysia),Education Ministry,Malaysia
1899,0,Education_Ministry_(Mozambique),Education Ministry,Mozambique
1900,0,Education_Ministry_(Namibia),Education Ministry,Namibia
1901,0,Education_Ministry_(Oman),Education Ministry,Oman
1902,0,Education_Ministry_(Pakistan),Education Ministry,Pakistan
1903,0,Education_Ministry_(Philippines),Education Ministry,Philippines
1904,0,Education_Ministry_(Saudi_Arabia),Education Ministry,Saudi Arabia
1905,0,Education_Ministry_(Singapore),Education Ministry,Singapore
1906,0,Education_Ministry_(South_Africa),Education Ministry,South Africa
1907,0,Education_Ministry_(Taiwan),Education Ministry,Taiwan
1908,0,Education_Ministry_(Uganda),Education Ministry,Uganda
1909,0,Education_Ministry_(United_Arab_Emirates),Education Ministry,United Arab Emirates
1910,0,Education_Ministry_(Uruguay),Education Ministry,Uruguay
1911,0,Education_Official_(Philippines),Education Official,Philippines
1912,0,Edward_Natapei,Edward Natapei,Unknown
1913,0,Edwin_Clark,Edwin Clark,Unknown
1914,0,Edwin_Kanguatjivi,Edwin Kanguatjivi,Unknown
1915,0,Edwin_Lacierda,Edwin Lacierda,Unknown
1916,0,Efkan_Ala,Efkan Ala,Unknown
1917,0,Egon_Krenz,Egon Krenz,Unknown
1918,0,Egyptian_Army,Egyptian Army,Unknown
1919,0,Ehsanullah_Ehsan,Ehsanullah Ehsan,Unknown
1920,0,Eighth_U.S._Army,Eighth U.S. Army,Unknown
1921,0,Ekaterina_Zaharieva,Ekaterina Zaharieva,Unknown
1922,0,El_Tiempo,El Tiempo,Unknown
1923,0,Election_Commission_(Afghanistan),Election Commission,Afghanistan
1924,0,Election_Commission_(Australia),Election Commission,Australia
1925,0,Election_Commission_(Belarus),Election Commission,Belarus
1926,0,Election_Commission_(Bulgaria),Election Commission,Bulgaria
1927,0,Election_Commission_(Fiji),Election Commission,Fiji
1928,0,Election_Commission_(India),Election Commission,India
1929,0,Election_Commission_(Iran),Election Commission,Iran
1930,0,Election_Commission_(Latvia),Election Commission,Latvia
1931,0,Election_Commission_(Moldova),Election Commission,Moldova
1932,0,Election_Commission_(Namibia),Election Commission,Namibia
1933,0,Election_Commission_(Serbia),Election Commission,Serbia
1934,0,Election_Commission_(Syria),Election Commission,Syria
1935,0,Election_Commission_(Tonga),Election Commission,Tonga
1936,0,Election_Commission_(Turkey),Election Commission,Turkey
1937,0,Elections_Canada,Elections Canada,Unknown
1938,0,Eli_Yishai,Eli Yishai,Unknown
1939,0,Elias_Camsek_Chin,Elias Camsek Chin,Unknown
1940,0,Elias_Murr,Elias Murr,Unknown
1941,0,Elio_Di_Rupo,Elio Di Rupo,Unknown
1942,0,Elizabeth_Dipuo_Peters,Elizabeth Dipuo Peters,Unknown
1943,0,Elizabeth_II,Elizabeth II,Unknown
1944,0,Elizabeth_Warren,Elizabeth Warren,Unknown
1945,0,Elmar_Brok,Elmar Brok,Unknown
1946,0,Elmar_Mammadyarov,Elmar Mammadyarov,Unknown
1947,0,Eloy_Inos,Eloy Inos,Unknown
1948,0,Elyor_Ganiyev,Elyor Ganiyev,Unknown
1949,0,Emal_Faizi,Emal Faizi,Unknown
1950,0,Embraer,Embraer,Unknown
1951,0,Emeka_Ihedioha,Emeka Ihedioha,Unknown
1952,0,Emilio_Pérez_Touriño,Emilio Pérez Touriño,Unknown
1953,0,Emma_Bonino,Emma Bonino,Unknown
1954,0,Emmanuel_Eweta_Uduaghan,Emmanuel Eweta Uduaghan,Unknown
1955,0,Emperor_Akihito,Emperor Akihito,Unknown
1956,0,Employee_(Afghanistan),Employee,Afghanistan
1957,0,Employee_(Bahrain),Employee,Bahrain
1958,0,Employee_(Bangladesh),Employee,Bangladesh
1959,0,Employee_(Bosnia_and_Herzegovina),Employee,Bosnia and Herzegovina
1960,0,Employee_(Botswana),Employee,Botswana
1961,0,Employee_(Bulgaria),Employee,Bulgaria
1962,0,Employee_(Canada),Employee,Canada
1963,0,Employee_(Chile),Employee,Chile
1964,0,Employee_(Costa_Rica),Employee,Costa Rica
1965,0,Employee_(Cote_d'Ivoire),Employee,Cote d'Ivoire
1966,0,Employee_(Cuba),Employee,Cuba
1967,0,Employee_(Dominican_Republic),Employee,Dominican Republic
1968,0,Employee_(Ghana),Employee,Ghana
1969,0,Employee_(Guatemala),Employee,Guatemala
1970,0,Employee_(Hong_Kong),Employee,Hong Kong
1971,0,Employee_(India),Employee,India
1972,0,Employee_(Iraq),Employee,Iraq
1973,0,Employee_(Israel),Employee,Israel
1974,0,Employee_(Jordan),Employee,Jordan
1975,0,Employee_(Kenya),Employee,Kenya
1976,0,Employee_(Kuwait),Employee,Kuwait
1977,0,Employee_(Lebanon),Employee,Lebanon
1978,0,Employee_(Liberia),Employee,Liberia
1979,0,Employee_(Libya),Employee,Libya
1980,0,Employee_(Luxembourg),Employee,Luxembourg
1981,0,Employee_(Macedonia),Employee,Macedonia
1982,0,Employee_(Malaysia),Employee,Malaysia
1983,0,Employee_(Mauritania),Employee,Mauritania
1984,0,Employee_(Mozambique),Employee,Mozambique
1985,0,Employee_(Myanmar),Employee,Myanmar
1986,0,Employee_(Namibia),Employee,Namibia
1987,0,Employee_(Netherlands),Employee,Netherlands
1988,0,Employee_(Non-Governmental_Organizations),Employee,Non-Governmental Organizations
1989,0,Employee_(North_Korea),Employee,North Korea
1990,0,Employee_(Philippines),Employee,Philippines
1991,0,Employee_(Poland),Employee,Poland
1992,0,Employee_(Romania),Employee,Romania
1993,0,Employee_(Rwanda),Employee,Rwanda
1994,0,Employee_(Saudi_Arabia),Employee,Saudi Arabia
1995,0,Employee_(Slovenia),Employee,Slovenia
1996,0,Employee_(Sudan),Employee,Sudan
1997,0,Employee_(Switzerland),Employee,Switzerland
1998,0,Employee_(Tanzania),Employee,Tanzania
1999,0,Employee_(Uganda),Employee,Uganda
2000,0,Employee_(Ukraine),Employee,Ukraine
2001,0,Employee_(United_Arab_Emirates),Employee,United Arab Emirates
2002,0,Employee_(Vietnam),Employee,Vietnam
2003,0,Employee_(Yemen),Employee,Yemen
2004,0,Emrullah_Isler,Emrullah Isler,Unknown
